"k","variable","subject","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
7,"params[22,4]",22,"delta",0.819224454011268,0.822736864690917,0.78811326,0.5611793765,1.26767889,0.00351241067964869,0.00351241067964869,TRUE,1.00062803229739,5605.89522639262,4158.15926270029
7,"params[23,4]",23,"delta",0.995828554570374,1.05773414186317,1.0568088,0.678267401,1.406276625,0.0619055872927931,0.0619055872927931,TRUE,1.0003106395702,5023.37712693786,7674.52865058095
7,"params[24,4]",24,"delta",1.21518865545625,0.897499240340733,0.88599743,0.427637128,1.382452495,-0.317689415115518,0.317689415115518,TRUE,1.00073851496396,7245.77184814096,7889.85325327738
7,"params[25,4]",25,"delta",0.710176233540458,0.8203066035325,0.748248985,0.57794182,1.34860168,0.110130369992042,0.110130369992042,TRUE,1.0070071721979,684.35018006343,1260.65702742686
7,"params[26,4]",26,"delta",0.8056199178241,0.927406824243933,0.881304315,0.6479028615,1.373157495,0.121786906419834,0.121786906419834,TRUE,1.00041573721605,7156.80823425726,5631.75597186116
7,"params[1,5]",1,"eta",-0.407910491988977,-0.412661632176705,-0.41098638,-0.6091457285,-0.2239916965,-0.00475114018772821,0.00475114018772821,TRUE,0.99979905176066,14343.9461641746,9553.01473266996
7,"params[2,5]",2,"eta",-0.443519433383887,-0.531132613922795,-0.540733175,-0.8085121025,-0.2160577635,-0.0876131805389081,0.0876131805389081,TRUE,0.999941954496943,9755.32028828621,8425.15593429965
7,"params[3,5]",3,"eta",-0.0262993969441566,-0.198440586778912,-0.195263755,-0.3949467575,-0.00738280293000001,-0.172141189834755,0.172141189834755,TRUE,1.0001682317577,9748.28858409414,8464.44128374542
7,"params[4,5]",4,"eta",-0.360494641378172,-0.297703292412502,-0.29578506,-0.5020238935,-0.0974728763000001,0.0627913489656696,0.0627913489656696,TRUE,1.00016610451512,17706.901350422,9146.38430831756
7,"params[5,5]",5,"eta",0.101516871316206,-0.125045999248038,-0.12370268,-0.336899056,0.0780982823999999,-0.226562870564244,0.226562870564244,FALSE,1.00024359341366,10766.8842837136,9127.1601314259
7,"params[6,5]",6,"eta",-0.131884068612314,-0.0645949030859709,-0.064017329,-0.2216621125,0.0946773568,0.0672891655263432,0.0672891655263432,TRUE,1.00042361635198,10952.370055929,9569.42597785523
7,"params[7,5]",7,"eta",-0.589092784547379,-0.570547604368383,-0.565858965,-0.8301293885,-0.32655074,0.0185451801789954,0.0185451801789954,TRUE,1.00015504023146,16179.5016459131,9774.76395555935
7,"params[8,5]",8,"eta",-0.430417642289465,-0.489746187071492,-0.489528375,-0.7406264715,-0.245190337,-0.0593285447820261,0.0593285447820261,TRUE,1.00090730892964,11285.4169364563,6949.0384691172
7,"params[9,5]",9,"eta",-0.341879309492119,-0.421526164033,-0.417422,-0.6350907975,-0.221265811,-0.0796468545408807,0.0796468545408807,TRUE,1.0003287045534,13089.8109085941,9436.39258142003
7,"params[10,5]",10,"eta",-0.593926747532346,-0.5350609015925,-0.533137335,-0.6912969425,-0.3903913655,0.0588658459398457,0.0588658459398457,TRUE,0.999878950987106,13076.4902157896,8166.01624950508
7,"params[11,5]",11,"eta",-0.297298270117343,-0.232989869110921,-0.24146715,-0.4779343105,0.0350260063499995,0.0643084010064215,0.0643084010064215,TRUE,1.00005868258107,11493.0338539153,8028.94862439043
7,"params[12,5]",12,"eta",-0.560414805145633,-0.421521633699613,-0.447876825,-0.7499356765,-0.0263465178500002,0.13889317144602,0.13889317144602,TRUE,1.00069939000184,3796.9217253366,7996.90455381032
7,"params[13,5]",13,"eta",-0.908857743160123,-0.627357970446503,-0.637138055,-0.9188626845,-0.305287186,0.28149977271362,0.28149977271362,TRUE,1.00073162649647,6371.47839178405,3781.53347100114
7,"params[14,5]",14,"eta",-0.38726167667532,-0.286353326846808,-0.282076065,-0.436360095,-0.148029702,0.100908349828512,0.100908349828512,TRUE,1.0008564586498,11631.7183142987,6633.82753725239
7,"params[15,5]",15,"eta",-0.456389710148362,-0.495588065765833,-0.49182409,-0.666860575,-0.3350469485,-0.039198355617471,0.039198355617471,TRUE,1.00023481099,13040.470291117,9459.54929461571
7,"params[16,5]",16,"eta",-0.476264390307509,-0.311806380050567,-0.310385285,-0.5726509,-0.0539917329500001,0.164458010256941,0.164458010256941,TRUE,0.999975648051697,11888.1465803323,7089.49662078578
7,"params[17,5]",17,"eta",-0.578169435499098,-0.47194455383525,-0.472273735,-0.6328386555,-0.307992054,0.106224881663848,0.106224881663848,TRUE,1.00002409169604,15139.2678481653,9311.95970369108
7,"params[18,5]",18,"eta",-0.606628729003573,-0.786467677875833,-0.772359695,-1.05899432,-0.570306332,-0.17983894887226,0.17983894887226,TRUE,1.00008628591569,7874.4863826686,8347.21591525723
7,"params[19,5]",19,"eta",-0.77897229651061,-0.539296727570833,-0.53457318,-0.7042545615,-0.391604559,0.239675568939777,0.239675568939777,FALSE,1.00013722981266,15036.2737326164,10030.4399870399
7,"params[20,5]",20,"eta",-0.52496745253569,-0.515126310952833,-0.50991604,-0.7072324245,-0.338065248,0.00984114158285654,0.00984114158285654,TRUE,1.00021816871524,14688.6125037169,8590.89233562299
7,"params[21,5]",21,"eta",-0.366978823500335,-0.286276344252814,-0.27513089,-0.521048955,-0.0921492934000001,0.0807024792475211,0.0807024792475211,TRUE,1.00074293550422,9102.97292517417,5424.10747752647
7,"params[22,5]",22,"eta",-0.651604572684372,-0.613306252096667,-0.61022705,-0.7943228305,-0.445452802,0.0382983205877051,0.0382983205877051,TRUE,1.00006683269768,6855.49248368209,8793.48901093396
7,"params[23,5]",23,"eta",-0.287783779832238,-0.367900020813822,-0.365306335,-0.612149228,-0.1281211855,-0.0801162409815843,0.0801162409815843,TRUE,1.00013480198257,13037.8831688822,7924.57656104081
7,"params[24,5]",24,"eta",-0.161668438125387,-0.252870898836726,-0.253607985,-0.43436371,-0.0703848617500001,-0.0912024607113386,0.0912024607113386,TRUE,1.00020734498676,13826.7962798527,10360.9502442528
