"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
210,"mu_alpha","alpha",5.25,5.25049578655,5.24366465,4.90903125,5.61456991,0.000495786550000155,0.000495786550000155,TRUE,1.00087254293121,7242.28207007397,4861.24983433699
210,"mu_beta","beta",0.204,0.208610684941375,0.20839317,0.111823956,0.306708011,0.00461068494137501,0.00461068494137501,TRUE,1.00059774145126,4212.62400103024,6073.81408128193
210,"mu_lambda","lambda",0.0701,0.0783128857855833,0.0778129505,0.0561321869,0.1020885415,0.00821288578558334,0.00821288578558334,TRUE,1.00100342400916,3744.36020362675,5668.18216651778
210,"mu_delta","delta",1.45,1.51791538266667,1.5172719,1.34922374,1.693059635,0.0679153826666667,0.0679153826666667,TRUE,1.00159454084103,2712.00588112929,4377.43209823525
210,"mu_eta","eta",0.278,0.3298364750045,0.33137821,0.228088226,0.4270089515,0.0518364750044999,0.0518364750044999,TRUE,1.00136796815739,2606.88333999407,4769.77545115978
211,"mu_alpha","alpha",2.95,3.09271743604167,3.0861,2.699682675,3.50551114,0.142717436041667,0.142717436041667,TRUE,1.00213535291466,4336.22658097113,6719.63932134055
211,"mu_beta","beta",0.405,0.368083216963333,0.36727078,0.2998030765,0.437883737,-0.0369167830366667,0.0369167830366667,TRUE,0.999918805222281,7612.0646222465,8541.24370113379
211,"mu_lambda","lambda",0.0701,0.0655621280268333,0.0654905605,0.0463759245,0.0848057652,-0.00453787197316666,0.00453787197316666,TRUE,1.00031448138075,7613.82126844513,6108.14279592393
211,"mu_delta","delta",1.45,1.44510207309167,1.45137385,1.348129835,1.51785621,-0.00489792690833335,0.00489792690833335,TRUE,1.14233970527384,18.7267495098066,32.6202948259509
211,"mu_eta","eta",0.278,0.34337766232532,0.346333225,0.155850077,0.5204033175,0.06537766232532,0.06537766232532,TRUE,1.07260329223808,37.1811365880506,77.0405332252278
212,"mu_alpha","alpha",4.12,4.05542336235833,4.0460524,3.71523307,4.423441415,-0.0645766376416672,0.0645766376416672,TRUE,1.00005347840353,7411.65727806096,7259.87683510092
212,"mu_beta","beta",0.405,0.432120440626667,0.431469595,0.3436347225,0.5261569385,0.0271204406266666,0.0271204406266666,TRUE,1.00030298531739,4851.60127394024,6062.98033214846
212,"mu_lambda","lambda",0.0701,0.0899985045566667,0.0895149625,0.06458231005,0.1171183775,0.0198985045566667,0.0198985045566667,TRUE,1.00088854261815,3489.76002735606,5624.84386029923
212,"mu_delta","delta",1.45,1.5590744414625,1.55387165,1.38826477,1.74886349,0.1090744414625,0.1090744414625,TRUE,1.00050088428542,4235.39674707239,3921.60878681511
212,"mu_eta","eta",0.278,0.0232248506938085,0.022459627,-0.08977623445,0.138937689,-0.254775149306192,0.254775149306192,FALSE,1.00181447820849,2155.78129572506,3416.80076437243
213,"mu_alpha","alpha",5.25,5.267092112175,5.2587515,4.90235267,5.675528135,0.0170921121749998,0.0170921121749998,TRUE,1.00046993020631,7918.14568353787,5038.75164990767
213,"mu_beta","beta",0.405,0.463750378396667,0.46180424,0.372934253,0.5591171075,0.0587503783966666,0.0587503783966666,TRUE,1.00009359088359,7314.04567017004,7973.15411833322
213,"mu_lambda","lambda",0.0701,0.08115991074825,0.080737405,0.05743329865,0.1062285,0.01105991074825,0.01105991074825,TRUE,1.0000022444802,4286.31074307319,5829.00153268493
213,"mu_delta","delta",1.45,1.45389710765,1.45249505,1.31514589,1.60088553,0.00389710765000006,0.00389710765000006,TRUE,1.00511047537342,963.792680254611,3644.95450747341
213,"mu_eta","eta",0.278,0.317842156977158,0.31862467,0.2017134295,0.431132319,0.0398421569771583,0.0398421569771583,TRUE,1.00068988448144,3800.86332890663,4959.32929727096
214,"mu_alpha","alpha",2.95,3.02883437790833,3.0240218,2.636485985,3.438179225,0.0788343779083331,0.0788343779083331,TRUE,1.00265536628177,5900.06049861015,7092.6908422924
214,"mu_beta","beta",0.608,0.615239284864167,0.61374334,0.5250658595,0.7124623005,0.0072392848641667,0.0072392848641667,TRUE,1.00271202145026,6920.89031034591,7195.81982109361
214,"mu_lambda","lambda",0.0701,0.0613711923196583,0.0608272505,0.03666767445,0.08749760125,-0.00872880768034166,0.00872880768034166,TRUE,1.00050517585478,5982.69157441063,7003.42253376915
214,"mu_delta","delta",1.45,1.56460412071667,1.5630947,1.347012475,1.79348572,0.114604120716667,0.114604120716667,TRUE,1.30873163158332,10.0096311231015,32.4630491928288
214,"mu_eta","eta",0.278,0.202973388269427,0.217727535,-0.05143265225,0.398707992,-0.0750266117305726,0.0750266117305726,TRUE,1.2172456327848,13.0220913814815,30.1604446536072
215,"mu_alpha","alpha",4.12,4.39086116604167,4.3787043,3.98530387,4.83543303,0.270861166041667,0.270861166041667,TRUE,1.00087100085017,6863.48064746038,6892.41301658372
215,"mu_beta","beta",0.608,0.565668550690833,0.56428251,0.476263955,0.660143872,-0.0423314493091667,0.0423314493091667,TRUE,1.0009206361404,7629.11980713511,8704.23937825837
215,"mu_lambda","lambda",0.0701,0.0607836074602667,0.0600498405,0.03755623305,0.0860461078,-0.00931639253973333,0.00931639253973333,TRUE,1.00081753809389,4447.14219064472,6430.11442384568
215,"mu_delta","delta",1.45,1.290291604325,1.29041415,1.19620144,1.383707605,-0.159708395675,0.159708395675,FALSE,1.03287295437182,96.7296803067638,2545.73431736208
215,"mu_eta","eta",0.278,0.299936633602008,0.300396685,0.1402823065,0.459838428,0.0219366336020083,0.0219366336020083,TRUE,1.01673567608339,375.784089785932,3344.86583137418
216,"mu_alpha","alpha",5.25,5.78612125945833,5.8107071,5.492509735,5.98544262,0.536121259458334,0.536121259458334,FALSE,1.00070661398878,9645.54198973833,6117.63956760838
216,"mu_beta","beta",0.608,0.6946129747125,0.6931496,0.5724792745,0.8206437855,0.0866129747125001,0.0866129747125001,TRUE,1.00091860192712,5588.57001876807,6906.16685555737
216,"mu_lambda","lambda",0.0701,0.10313227738125,0.102944825,0.08332738375,0.1236199505,0.03303227738125,0.03303227738125,FALSE,1.0014092978528,4068.10068397022,5713.62198276029
216,"mu_delta","delta",1.45,1.40419146749167,1.400597,1.26939533,1.54792796,-0.0458085325083333,0.0458085325083333,TRUE,1.00784881898142,737.710088163125,927.070601840071
216,"mu_eta","eta",0.278,0.300301175375833,0.299998955,0.18730468,0.4159281365,0.0223011753758333,0.0223011753758333,TRUE,1.00499488851391,1818.44445691246,1421.05026028636
217,"mu_alpha","alpha",2.95,2.84728789314167,2.8430453,2.46762359,3.24357373,-0.102712106858334,0.102712106858334,TRUE,1.00027249859328,4810.45871781662,6757.38421016894
217,"mu_beta","beta",0.204,0.285836163415833,0.283875165,0.2082753065,0.3681555785,0.0818361634158334,0.0818361634158334,FALSE,1.00038079246999,5825.07288486809,7821.5523295291
217,"mu_lambda","lambda",0.0191,0.0226472209969487,0.022103967,0.00553910826,0.04163950495,0.00354722099694875,0.00354722099694875,TRUE,1.00066910587429,8672.1035059268,6407.42748839262
217,"mu_delta","delta",1.78,1.72275545889167,1.7228115,1.578997245,1.86937784,-0.0572445411083333,0.0572445411083333,TRUE,1.00075925980103,4744.31480145169,5423.56090759567
217,"mu_eta","eta",0.278,0.223129967751088,0.22139567,0.04718993725,0.404610687,-0.054870032248912,0.054870032248912,TRUE,1.00096428943277,3861.62534379976,6526.2243040793
218,"mu_alpha","alpha",4.12,3.9395609107,3.92900685,3.59481763,4.32600095,-0.1804390893,0.1804390893,TRUE,1.00035232078458,5635.17196589076,6540.56775679596
218,"mu_beta","beta",0.204,0.307907381335,0.30724321,0.215430434,0.40467437,0.103907381335,0.103907381335,FALSE,1.0007056494489,3682.91811917783,6047.56250532538
218,"mu_lambda","lambda",0.0191,0.0211186379257828,0.0210643895,0.005838934295,0.03638272665,0.00201863792578284,0.00201863792578284,TRUE,1.00053754348711,5501.31020332366,4656.38156225005
218,"mu_delta","delta",1.78,1.83083322443333,1.83560965,1.69231495,1.95473241,0.0508332244333334,0.0508332244333334,TRUE,1.05401561928342,52.8630260083042,469.858694624715
218,"mu_eta","eta",0.278,0.304852068215117,0.30774569,0.13631251,0.46383115,0.0268520682151167,0.0268520682151167,TRUE,1.09875100177889,29.4824448209534,147.634016450299
219,"mu_alpha","alpha",5.25,4.62799696981667,4.6230535,4.342022885,4.929135175,-0.622003030183333,0.622003030183333,FALSE,1.00017189127254,13378.7636065118,7683.19318701186
219,"mu_beta","beta",0.204,0.194520702938092,0.19392269,0.103527781,0.287431784,-0.00947929706190831,0.00947929706190831,TRUE,1.00031217909972,6415.21650161313,7460.78511634877
